fg_pct_A,fg3_pct_A,ft_pct_A,reb_A,tot_ast_A,tot_tov_A,tot_stl_A,tot_blk_A,ts_pct_A,w_pct_A,w_pct_last_5_games_A,fg_pct_H,fg3_pct_H,ft_pct_H,reb_H,tot_ast_H,tot_tov_H,tot_stl_H,tot_blk_H,ts_pct_H,w_pct_H,w_pct_last_5_games_H,off_rating_A,def_rating_A,off_rating_H,def_rating_H,lineup_efficiency_A,lineup_efficiency_H,home_team,away_team,game_id,season,date,playoff,referee
0.45714285714285713,0.37777777777777777,0.7777777777777778,54,25,7,8,9,0.5623450230251505,1.0,0.0,0.53125,0.42857142857142855,0.6451612903225806,58,28,11,8,2,0.6247719810288216,1.0,0.0,107.24637681159422,115.31100478468899,128.0373831775701,90.47619047619048,11.3,13.8,MIA,MIL,0022100015,2021-22,2021-10-21,False,"{'name': 'David Guthrie', 'id': 2714}"
0.53125,0.42857142857142855,0.6451612903225806,58,28,11,8,2,0.6247719810288216,1.0,0.0,0.5026737967914439,0.3950617283950617,0.8181818181818182,93,57,28,7,16,0.6202752471409188,0.0,0.0,106.04651162790697,93.36492890995261,112.57861635220125,109.40438871473354,15.0,15.966666666666665,IND,MIA,0022100028,2021-22,2021-10-23,False,"{'name': 'Michael Smith', 'id': 1193}"
0.4046692607003891,0.33043478260869563,0.7916666666666666,147,63,47,18,13,0.5248025495358182,0.333,0.0,0.45989304812834225,0.35294117647058826,0.7111111111111111,113,46,33,12,4,0.5512572533849129,0.5,0.5,99.74619289340102,115.48223350253808,107.37179487179486,92.58064516129032,11.7,12.533333333333333,MIA,ORL,0022100045,2021-22,2021-10-25,False,"{'name': 'Kevin Scott', 'id': 202041}"
0.4635036496350365,0.3157894736842105,0.796875,155,74,43,22,6,0.5543420704262642,0.667,0.3333333333333333,0.44192634560906513,0.34285714285714286,0.75,189,86,50,25,27,0.5395404202463513,0.5,0.25,106.5217391304348,92.00968523002422,100.59171597633136,107.31225296442688,13.45,11.95,BKN,MIA,0022100057,2021-22,2021-10-27,False,"{'name': 'Ed Malloy', 'id': 2530}"
0.47280334728033474,0.41317365269461076,0.7391304347826086,232,135,68,50,21,0.5732122587968218,0.8,0.6,0.44594594594594594,0.3064516129032258,0.8111111111111111,217,95,57,28,8,0.538330078125,0.75,0.5,112.4401913875598,109.98415213946117,108.18713450292398,93.5546875,15.033333333333335,13.65,MIA,CHA,0022100073,2021-22,2021-10-29,False,"{'name': 'Tony Brothers', 'id': 1146}"
0.4511930585683297,0.29559748427672955,0.8440366972477065,277,118,74,34,11,0.5452294875825212,0.8,0.6,0.44306418219461696,0.35148514851485146,0.8068181818181818,251,131,76,52,27,0.5462700299010963,0.6,0.4,111.58238172920065,95.09803921568627,109.60912052117264,114.89361702127661,12.06,14.766666666666666,MEM,MIA,0022100084,2021-22,2021-10-30,False,"{'name': 'Derek Richardson', 'id': 1204}"
0.46265938069216755,0.3469387755102041,0.84375,327,149,92,46,13,0.5649904182911517,0.833,0.8,0.4044943820224719,0.3117408906882591,0.6982758620689655,276,121,74,42,30,0.5042390263913579,0.667,0.6,114.26553672316385,97.87835926449789,101.59651669085632,107.52532561505066,15.652380952380955,10.428571428571429,DAL,MIA,0022100104,2021-22,2021-11-02,False,"{'name': 'Rodney Mott', 'id': 1179}"
0.4302788844621514,0.329073482428115,0.7796610169491526,373,193,110,71,61,0.5349749663007896,0.375,0.4,0.4699367088607595,0.3665158371040724,0.8481012658227848,372,174,98,52,18,0.576605086098757,0.857,0.8,103.79746835443038,105.40254237288136,111.15288220551378,98.62155388471177,14.951190476190476,14.25,MIA,BOS,0022100121,2021-22,2021-11-04,False,"{'name': 'Scott Foster', 'id': 1162}"
0.4533715925394548,0.33136094674556216,0.8186528497409327,406,152,118,57,45,0.5767853488847964,0.875,0.8,0.45582047685834504,0.3435114503816794,0.8305084745762712,417,192,116,60,18,0.560767752377099,0.75,1.0,114.39820022497187,103.25842696629212,113.04836895388077,101.34831460674157,15.030555555555555,14.76388888888889,MIA,UTA,0022100134,2021-22,2021-11-06,False,"{'name': 'Zach Zarba', 'id': 2534}"
0.47029077117572693,0.3568904593639576,0.8247422680412371,453,222,130,63,19,0.573394495412844,0.778,0.8,0.46589446589446587,0.29073482428115016,0.7165354330708661,397,213,143,82,39,0.5438958793583709,0.556,0.4,112.11812627291242,103.15040650406505,103.34685598377283,100.40774719673801,14.251111111111111,14.179999999999998,DEN,MIA,0022100151,2021-22,2021-11-08,False,"{'name': 'Michael Smith', 'id': 1193}"
0.46375143843498273,0.3573667711598746,0.8264840182648402,490,244,143,66,22,0.5702535841551338,0.7,0.8,0.4633663366336634,0.358974358974359,0.7333333333333333,510,268,176,101,68,0.5532010820559062,0.545,0.6,111.33455210237659,103.55839416058394,105.81304006284367,106.36792452830188,12.158181818181816,13.387878787878787,LAL,MIA,0022100170,2021-22,2021-11-10,False,"{'name': 'Marat Kogut', 'id': 201245}"
0.45906735751295336,0.34831460674157305,0.8188976377952756,537,270,157,80,24,0.5655856458263679,0.636,0.6,0.44556677890011226,0.36246786632390743,0.7671957671957672,446,238,134,96,40,0.5543237250554324,0.6,0.8,111.3255033557047,104.35146443514644,106.71441360787826,102.51572327044025,12.416666666666666,13.521818181818182,LAC,MIA,0022100173,2021-22,2021-11-11,False,"{'name': 'James Capers', 'id': 1148}"
