fg_pct_A,fg3_pct_A,ft_pct_A,reb_A,tot_ast_A,tot_tov_A,tot_stl_A,tot_blk_A,ts_pct_A,w_pct_A,w_pct_last_5_games_A,fg_pct_H,fg3_pct_H,ft_pct_H,reb_H,tot_ast_H,tot_tov_H,tot_stl_H,tot_blk_H,ts_pct_H,w_pct_H,w_pct_last_5_games_H,off_rating_A,def_rating_A,off_rating_H,def_rating_H,lineup_efficiency_A,lineup_efficiency_H,home_team,away_team,game_id,season,date,playoff,referee
0.4444444444444444,0.18518518518518517,0.8076923076923077,51,20,21,14,8,0.5300735612289053,1.0,0.0,0.30927835051546393,0.20588235294117646,0.7272727272727273,54,14,19,10,4,0.38901387326584175,0.0,0.0,92.45283018867924,77.57009345794393,77.57009345794393,92.45283018867924,10.4,4.4,TOR,WAS,0022100006,2021-22,2021-10-20,False,"{'name': 'Bill Kennedy', 'id': 1662}"
0.4666666666666667,0.3617021276595745,0.875,51,29,16,2,10,0.6066030230708035,0.0,0.0,0.4444444444444444,0.18518518518518517,0.8076923076923077,51,20,21,14,8,0.5300735612289053,1.0,0.0,120.75471698113208,122.27488151658767,110.42654028436019,102.35849056603774,21.8,16.5,WAS,IND,0022100019,2021-22,2021-10-22,False,"{'name': 'Eric Lewis', 'id': 2715}"
0.4857142857142857,0.36923076923076925,0.8666666666666667,89,44,30,19,14,0.5980492813141683,1.0,0.5,0.44787644787644787,0.3619047619047619,0.7288135593220338,135,63,41,19,23,0.5491998877035373,0.333,0.3333333333333333,102.53968253968253,101.9047619047619,103.21782178217822,108.16831683168317,11.0,11.75,BKN,WAS,0022100044,2021-22,2021-10-25,False,"{'name': 'Scott Wall', 'id': 1198}"
0.43703703703703706,0.3173076923076923,0.8307692307692308,142,60,42,24,19,0.5408573342263898,0.667,0.6666666666666666,0.43523316062176165,0.35106382978723405,0.7848101265822784,194,108,66,37,36,0.5513832113318756,0.5,0.25,105.78313253012048,103.38164251207729,105.74074074074073,110.59479553903347,10.666666666666668,15.573333333333334,BOS,WAS,0022100056,2021-22,2021-10-27,False,"{'name': 'James Capers', 'id': 1148}"
0.44591029023746703,0.3435114503816794,0.7903225806451613,213,96,46,28,19,0.5316530471595944,0.75,0.5,0.4548022598870056,0.32558139534883723,0.7978723404255319,189,78,57,32,26,0.5551902063941724,0.75,0.5,108.38323353293413,102.60000000000001,108.72093023255813,104.66019417475727,15.319999999999999,12.79,WAS,ATL,0022100066,2021-22,2021-10-28,False,"{'name': 'Derek Richardson', 'id': 1204}"
0.43524416135881105,0.35023041474654376,0.794392523364486,231,126,79,46,41,0.5510731933292156,0.4,0.4,0.45695364238410596,0.3374233128834356,0.8,240,104,63,38,30,0.556989674344718,0.8,0.6,103.48484848484848,107.7389984825493,106.12244897959184,102.51968503937007,14.366666666666665,15.62,WAS,BOS,0022100078,2021-22,2021-10-30,False,"{'name': 'JB DeRosa', 'id': 1155}"
0.4398563734290844,0.32663316582914576,0.8013245033112583,302,123,76,44,37,0.5421532144232003,0.833,0.8,0.4501779359430605,0.3390804597701149,0.7578947368421053,305,146,78,38,23,0.52749254720106,0.5,0.6,107.5136612021858,105.1983584131327,108.47701149425288,107.33812949640287,15.204761904761904,14.866666666666669,ATL,WAS,0022100097,2021-22,2021-11-01,False,"{'name': 'Marc Davis', 'id': 1830}"
0.4272237196765499,0.32592592592592595,0.7647058823529411,387,162,101,90,29,0.5183363811594919,0.625,0.6,0.4447900466562986,0.3277310924369748,0.8203592814371258,338,150,88,51,41,0.5492128182224207,0.714,0.8,107.36126840317101,102.38365493757094,106.99638118214716,106.16686819830714,11.222222222222223,12.014285714285714,WAS,TOR,0022100112,2021-22,2021-11-03,False,"{'name': 'Mark Lindsay', 'id': 200834}"
0.4459279038718291,0.3625,0.7923076923076923,374,205,113,83,45,0.550111634830067,0.625,0.4,0.44382801664355065,0.31851851851851853,0.817258883248731,382,169,101,57,48,0.5491036053882725,0.625,0.6,107.15071507150715,112.70718232044199,107.74193548387096,103.98706896551724,13.311111111111112,12.383730158730158,WAS,MEM,0022100126,2021-22,2021-11-05,False,"{'name': 'Kevin Cutler', 'id': 201246}"
0.44084682440846823,0.33972602739726027,0.7621621621621621,406,194,121,68,41,0.5500904568068747,0.444,0.4,0.4583850931677019,0.3254237288135593,0.8,435,203,119,61,54,0.5582794740361043,0.667,0.6,105.22682445759368,106.88976377952757,107.19144800777454,103.11587147030185,13.110000000000003,12.579444444444444,WAS,MIL,0022100142,2021-22,2021-11-07,False,"{'name': 'JB DeRosa', 'id': 1155}"
0.46275395033860045,0.33229813664596275,0.7892376681614349,477,227,138,69,62,0.5603991383164655,0.7,0.6,0.461864406779661,0.3469387755102041,0.7709251101321586,494,277,171,84,40,0.5584933134076713,0.636,0.6,106.95187165775401,102.94642857142857,107.600341588386,106.19694397283533,12.24181818181818,13.033333333333335,CLE,WAS,0022100158,2021-22,2021-11-10,False,"{'name': 'Tre Maddox', 'id': 202027}"
