fg_pct_A,fg3_pct_A,ft_pct_A,reb_A,tot_ast_A,tot_tov_A,tot_stl_A,tot_blk_A,ts_pct_A,w_pct_A,w_pct_last_5_games_A,fg_pct_H,fg3_pct_H,ft_pct_H,reb_H,tot_ast_H,tot_tov_H,tot_stl_H,tot_blk_H,ts_pct_H,w_pct_H,w_pct_last_5_games_H,off_rating_A,def_rating_A,off_rating_H,def_rating_H,lineup_efficiency_A,lineup_efficiency_H,home_team,away_team,game_id,season,date,playoff,referee_name,referee_id
0.4285714285714285,0.2571428571428571,0.9333333333333332,54,25,15,4,3,0.511472275334608,0.0,0.0,0.5,0.28,0.8333333333333334,38,30,9,12,5,0.5817422434367542,1.0,0.0,100.9433962264151,110.37735849056604,110.37735849056604,100.9433962264151,12.4,19.8,ATL,HOU,0022200005,2022-23,2022-10-19,False,Ed Malloy,2530
0.4883720930232558,0.3666666666666666,0.7368421052631579,48,21,18,5,5,0.5775752437473506,0.0,0.0,0.5,0.28,0.8333333333333334,38,30,9,12,5,0.5817422434367542,1.0,0.0,101.9704433497537,108.86699507389162,108.17307692307692,99.03381642512076,12.2,19.2,ATL,ORL,0022200020,2022-23,2022-10-21,False,Zach Zarba,2534
0.4816753926701571,0.4126984126984127,0.8378378378378378,88,56,28,16,14,0.5813392512543419,0.5,0.5,0.4748603351955307,0.3571428571428571,0.875,84,56,26,22,7,0.5722278738555443,1.0,0.5,118.0064308681672,108.06451612903226,108.0906148867314,107.46753246753246,14.6,18.0,ATL,CHA,0022200038,2022-23,2022-10-23,False,Pat Fraher,2003
0.4525547445255474,0.3076923076923077,0.8529411764705882,129,79,38,30,16,0.5494867070281653,0.667,0.6666666666666666,0.4141689373297003,0.3402777777777778,0.7207207207207207,184,95,53,28,10,0.5206329357445171,0.25,0.25,110.51344743276285,109.35960591133004,108.11881188118812,118.54043392504931,18.15,12.24,DET,ATL,0022200057,2022-23,2022-10-26,False,Ben Taylor,202049
0.4630136986301369,0.3185840707964602,0.8387096774193549,175,101,50,36,28,0.5567599527000394,0.75,0.5,0.4235807860262008,0.3579545454545454,0.7142857142857143,224,118,66,32,16,0.5285371331216604,0.2,0.2,115.97633136094674,110.09900990099013,108.94039735099336,121.81818181818184,9.48,13.913333333333332,DET,ATL,0022200070,2022-23,2022-10-28,False,Curtis Blair,200832
0.4848484848484848,0.3380281690140845,0.8288288288288288,220,132,56,41,36,0.5755226685459244,0.8,0.6,0.4453551912568306,0.3376623376623376,0.7252747252747253,209,97,52,26,36,0.5467441631366368,1.0,0.75,115.625,112.04620462046203,112.72365805168988,102.58964143426294,17.833333333333336,14.919999999999998,MIL,ATL,0022200085,2022-23,2022-10-29,False,Scott Foster,1162
0.4838129496402877,0.3567251461988304,0.8253968253968254,262,151,68,46,38,0.5748724322909852,0.667,0.8,0.442495126705653,0.375609756097561,0.7205882352941176,255,142,70,57,29,0.5490189232595489,0.5,0.6,114.2053445850914,115.3737658674189,113.6094674556213,110.51851851851852,16.742857142857144,14.423809523809524,TOR,ATL,0022200099,2022-23,2022-10-31,False,Pat Fraher,2003
0.48125,0.36,0.8211920529801324,299,179,86,47,42,0.5747126436781609,0.571,0.6,0.4680483592400691,0.3382352941176471,0.7111111111111111,299,152,79,38,32,0.5537280701754386,0.5,0.6,113.79310344827589,113.20987654320987,111.32596685082872,111.32596685082872,16.775,12.54285714285714,NYK,ATL,0022200110,2022-23,2022-11-02,False,Courtney Kirkland,2004
0.4870041039671682,0.3930131004366812,0.7692307692307693,356,225,109,72,29,0.580707205207871,0.625,0.4,0.4712182061579651,0.358974358974359,0.8143712574850299,350,207,93,58,46,0.563085023400936,0.625,0.4,114.0557939914163,109.3548387096774,113.17494600431964,112.4593716143012,17.042539682539683,17.111111111111107,ATL,NOP,0022200134,2022-23,2022-11-05,False,JB DeRosa,1155
0.4532019704433497,0.3427762039660056,0.7293577981651376,466,217,126,70,59,0.5595206626134461,1.0,1.0,0.4694117647058823,0.3444444444444444,0.8177083333333334,400,235,106,70,54,0.5607396627001113,0.667,0.6,110.40634291377604,101.88492063492065,113.2167152575316,110.82926829268294,15.24222222222222,14.419999999999998,ATL,MIL,0022200149,2022-23,2022-11-07,False,Scott Wall,1198
0.4731574158325751,0.3721413721413721,0.7722007722007722,534,333,184,107,65,0.5849327265532251,0.75,0.8,0.4689146469968387,0.3478260869565217,0.8181818181818182,448,258,118,81,57,0.559579618813403,0.7,0.6,116.0030052592036,109.6556886227545,113.32744924977936,111.5929203539823,15.532284382284384,17.067272727272726,ATL,UTA,0022200162,2022-23,2022-11-09,False,James Williams,202058
0.4671052631578947,0.3921052631578947,0.8008130081300813,431,266,137,87,52,0.5871167568415275,0.455,0.6,0.4688090737240075,0.3425076452599388,0.8181818181818182,502,282,129,86,62,0.5559404225839972,0.636,0.6,111.36950904392764,110.21459227467813,112.02582728006456,109.70873786407766,14.337878787878788,16.684848484848484,ATL,PHI,0022200173,2022-23,2022-11-10,False,Courtney Kirkland,2004
0.4668411867364747,0.3342776203966006,0.823045267489712,556,301,147,94,64,0.5539060754078472,0.667,0.6,0.4603015075376884,0.3780487804878049,0.8043478260869565,476,281,154,97,57,0.5790727670094228,0.417,0.6,111.71641791044776,110.47120418848168,112.0443740095087,110.03159557661928,16.521794871794874,13.345299145299146,PHI,ATL,0022200188,2022-23,2022-11-12,False,Nick Buchert,202007
0.4655870445344129,0.3289124668435013,0.825925925925926,599,321,165,98,66,0.5528881666420447,0.615,0.8,0.4406165004533091,0.3453389830508475,0.7455197132616488,610,287,173,90,80,0.5478233912021929,0.833,0.8,112.28313671061764,110.0069492703266,109.2760180995475,104.9811320754717,16.684615384615384,12.084615384615384,MIL,ATL,0022200204,2022-23,2022-11-14,False,Bill Kennedy,1662
0.4836065573770491,0.3817863397548161,0.8417910447761194,589,367,173,84,78,0.6143045195261079,0.786,1.0,0.46646571213263,0.3299748110831234,0.83,644,344,174,102,70,0.5544893762851268,0.643,0.6,119.2079207920792,111.48293963254594,111.33419689119172,110.97402597402596,15.971428571428572,16.403809523809525,ATL,BOS,0022200214,2022-23,2022-11-16,False,Eric Dalen,200833
0.4517025712300208,0.3433395872420263,0.7817258883248731,692,373,201,166,97,0.5553970577290431,0.563,0.4,0.4628851540616246,0.3216783216783216,0.8274760383386581,689,365,183,107,75,0.548948726464502,0.6,0.6,113.39656194427978,110.65088757396452,111.2251056125528,110.90248334342824,11.898228291316528,16.718333333333334,ATL,TOR,0022200235,2022-23,2022-11-19,False,Sean Corbin,1151
0.4651315789473684,0.3193832599118942,0.8231884057971014,739,388,197,112,80,0.5512022969254695,0.625,0.4,0.4781362007168458,0.3911368015414258,0.7929292929292929,717,403,230,95,71,0.5897759424944559,0.625,0.2,110.82621082621084,111.14285714285714,114.84511981297489,107.91788856304984,15.706617647058824,17.273146167557933,CLE,ATL,0022200248,2022-23,2022-11-21,False,Zach Zarba,2534
0.497841726618705,0.3762214983713355,0.7896039603960396,649,451,227,116,48,0.6168035923865898,0.625,1.0,0.4635967641568139,0.319672131147541,0.8259668508287292,774,412,213,123,83,0.5505922050863963,0.588,0.6,116.8384879725086,113.74570446735396,110.81226465841851,110.68537506745815,16.24362745098039,16.338562091503267,ATL,SAC,0022200263,2022-23,2022-11-23,False,Brian Forte,101283
0.4626250735726898,0.3223938223938224,0.8337662337662337,821,435,226,132,89,0.5512738171697709,0.611,0.4,0.4358288770053476,0.3455149501661129,0.7736720554272517,779,365,284,134,88,0.5475772596826601,0.176,0.2,111.04325699745549,111.34389371486972,108.5164835164835,115.11819681143484,14.75029239766082,11.791503267973855,HOU,ATL,0022200278,2022-23,2022-11-25,False,Eric Dalen,200833
0.445607911576498,0.3347517730496454,0.8466386554621849,820,477,267,150,68,0.5628902117773952,0.45,0.2,0.4632229084783829,0.3267504488330341,0.831353919239905,849,449,239,141,95,0.5548661404508096,0.579,0.6,109.52380952380952,110.2168674698795,110.46511627906976,111.13813229571986,14.024399460188937,14.75315789473684,ATL,MIA,0022200293,2022-23,2022-11-27,False,Marc Davis,1830
0.460139111824505,0.3237774030354131,0.8363636363636363,891,473,248,147,98,0.5527004751284786,0.55,0.4,0.4760751059963658,0.3753846153846153,0.8042553191489362,810,471,275,169,98,0.5904833674238347,0.55,0.6,110.18047200370198,111.06462110646213,112.20703125,108.0778588807786,16.374661654135338,14.779469034577394,PHI,ATL,0022200299,2022-23,2022-11-28,False,Bill Kennedy,1662
0.4616572310859496,0.3290322580645161,0.829004329004329,933,499,267,154,104,0.5546806567642618,0.524,0.4,0.467915956842703,0.3393393393393393,0.7816764132553606,909,440,335,131,115,0.5725517435773536,0.238,0.2,110.7379584622183,110.83000443852642,109.3119266055046,115.4057771664374,12.851515151515152,13.955151515151512,ORL,ATL,0022200313,2022-23,2022-11-30,False,Scott Wall,1198
0.4980779791323448,0.404320987654321,0.754880694143167,916,587,300,150,93,0.5988615700845917,0.667,0.8,0.4653902798232695,0.3251533742331288,0.8274428274428275,982,524,279,162,107,0.5572257008680803,0.545,0.2,116.19266055045873,114.1025641025641,111.19118270453583,110.9408258833546,17.204868231184022,11.76163779012749,ATL,DEN,0022200327,2022-23,2022-12-02,False,Scott Foster,1162
0.4641873278236915,0.3384418901660281,0.7843137254901961,1026,556,314,188,136,0.5592324342324342,0.435,0.4,0.4691764705882353,0.3264705882352941,0.8222222222222222,1025,548,291,169,110,0.5598002390302202,0.565,0.4,111.0759493670886,111.84158415841586,110.89951377633712,110.989010989011,14.7357472237907,14.188787878787878,ATL,OKC,0022200354,2022-23,2022-12-05,False,James Capers,1148
0.4674449932644813,0.3272980501392757,0.8203125,1079,572,309,176,114,0.558052098455315,0.542,0.4,0.4539264639128461,0.3133414932680538,0.7929292929292929,1122,564,320,168,108,0.553287669009398,0.458,0.2,110.34752049980476,111.32889063112503,111.81102362204724,112.30283911671924,11.158516845473368,13.58792156862745,NYK,ATL,0022200365,2022-23,2022-12-07,False,David Guthrie,2714
0.4641003460207612,0.3196286472148541,0.8190298507462687,1118,588,320,180,120,0.5545874152223059,0.52,0.4,0.4969949144706426,0.3721212121212121,0.7945454545454546,1044,682,360,177,187,0.6016632016632016,0.538,0.8,110.43543543543544,111.52976639035418,112.92618958411389,111.71845750655184,11.064328063241106,16.0693567251462,BKN,ATL,0022200380,2022-23,2022-12-09,False,Rodney Mott,1179
0.4769301050708086,0.3659217877094972,0.8214904679376083,1072,621,348,192,128,0.5780062876604664,0.44,0.4,0.4652806652806653,0.3205619412515964,0.8206521739130435,1156,609,338,192,124,0.5555387706391528,0.5,0.4,110.6686701728024,110.75592327942836,110.37090385307886,111.4244396240058,10.50646153846154,11.35408695652174,ATL,CHI,0022200400,2022-23,2022-12-11,False,Ed Malloy,2530
0.4658409908110267,0.3211678832116788,0.8184991273996509,1201,637,352,195,130,0.5562371148988066,0.519,0.4,0.4630398671096346,0.3583617747440273,0.6979655712050078,1265,644,361,194,145,0.556121614184355,0.654,0.8,110.0,111.84668989547038,113.6247723132969,109.9927060539752,7.594021316847403,11.86472727272727,MEM,ATL,0022200404,2022-23,2022-12-12,False,Eric Lewis,2715
0.4614499424626007,0.3213038416763679,0.8168067226890756,1240,657,367,208,131,0.5521472392638036,0.5,0.4,0.4680942184154175,0.3403019744483159,0.7994186046511628,1201,598,442,173,142,0.5741701166158651,0.286,0.4,110.35869929601073,112.55047106325706,110.3207810320781,114.75809258614689,12.22940455840456,14.504545454545454,ORL,ATL,0022200416,2022-23,2022-12-14,False,Bill Kennedy,1662
0.462708719851577,0.3221476510067114,0.819935691318328,1279,687,380,210,137,0.5544551787326354,0.483,0.2,0.4443164362519201,0.3233333333333333,0.7396630934150077,1275,684,381,214,135,0.5340121467011607,0.25,0.0,110.90555014605648,112.37381960273528,107.50589027263548,115.0050692801622,11.199998764964285,13.019080459770114,CHA,ATL,0022200428,2022-23,2022-12-16,False,Matt Boland,2005
0.4664107485604606,0.3441084462982273,0.8052287581699347,1346,665,483,199,152,0.5738373674190916,0.355,1.0,0.4649819494584837,0.3282773564463705,0.8201219512195121,1320,712,392,213,142,0.558581591818586,0.5,0.2,110.30245746691872,114.06987724268178,111.38006916064133,112.73644388398488,14.978928571428572,13.848327759197325,ATL,ORL,0022200454,2022-23,2022-12-19,False,Karl Lane,202026
0.4825737265415549,0.3666666666666666,0.8215339233038348,1264,755,425,225,144,0.5836415382288644,0.4,0.2,0.4664804469273743,0.3298429319371728,0.8224852071005917,1361,741,402,220,145,0.5603459183157042,0.516,0.4,110.87919038583176,112.31402342513456,111.24314442413164,112.6183929117018,15.166720224117332,14.739325588102004,ATL,CHI,0022200468,2022-23,2022-12-21,False,Sean Corbin,1151
0.4493777329297006,0.3455031166518255,0.7749725576289791,1459,746,476,227,124,0.5581177530647571,0.235,0.2,0.4653130287648054,0.3316532258064516,0.8265895953757225,1408,763,417,226,152,0.5600586596635047,0.5,0.6,109.9715909090909,117.67045454545456,111.698670605613,112.29265402843602,11.853131607481703,16.227915343915345,ATL,DET,0022200481,2022-23,2022-12-23,False,Rodney Mott,1179
